id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-243,Common Verbs,sleep,መተኛት,metenyat,rafuu,rafuu,building basic sentences and understanding actions,Use 'sleep' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-244,Common Verbs,walk,መሄድ,mehed,deemuu,deemuu,building basic sentences and understanding actions,Use 'walk' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-245,Common Verbs,run,መሮጥ,merot,fiiguu,fiiguu,building basic sentences and understanding actions,Use 'run' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-246,Common Verbs,sit,መቀመጥ,mekemet,taa'uu,taa'uu,building basic sentences and understanding actions,Use 'sit' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-247,Common Verbs,stand,መቆም,mekom,dhaabbachuu,dhaabbachuu,building basic sentences and understanding actions,Use 'stand' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-248,Common Verbs,open,መክፈት,mekfet,banuu,banuu,building basic sentences and understanding actions,Use 'open' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-249,Common Verbs,close,መዝጋት,mezgat,cufuu,cufuu,building basic sentences and understanding actions,Use 'close' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-250,Common Verbs,give,መስጠት,mestet,kennuu,kennuu,building basic sentences and understanding actions,Use 'give' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-251,Common Verbs,take,መውሰድ,mewsed,fudhachuu,fudhachuu,building basic sentences and understanding actions,Use 'take' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-252,Common Verbs,see,ማየት,mayet,arguu,arguu,building basic sentences and understanding actions,Use 'see' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-253,Common Verbs,hear,መስማት,mesmat,dhaga'uu,dhaga'uu,building basic sentences and understanding actions,Use 'hear' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-254,Common Verbs,speak,መናገር,menager,dubbachuu,dubbachuu,building basic sentences and understanding actions,Use 'speak' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-255,Common Verbs,ask,መጠየቅ,meteyek,gaafachuu,gaafachuu,building basic sentences and understanding actions,Use 'ask' in common verbs situations.,beginner,common-verbs;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-256,Useful Phrases,I need help,እርዳታ እፈልጋለሁ,irdata efelegalhu,gargaarsa na barbaachisa,gargaarsa na barbaachisa,real-life communication and tourist survival phrases,Use 'I need help' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-257,Useful Phrases,I do not understand,አልገባኝም,algebagnim,naaf hin galle,naaf hin galle,real-life communication and tourist survival phrases,Use 'I do not understand' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-258,Useful Phrases,Please repeat,እባክዎ ይድገሙ,ebakwo yidgemu,maaloo irra deebi'aa,maaloo irra deebi'aa,real-life communication and tourist survival phrases,Use 'Please repeat' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-259,Useful Phrases,Speak slowly,በቀስታ ይናገሩ,bekesta yinageru,suuta dubbadhaa,suuta dubbadhaa,real-life communication and tourist survival phrases,Use 'Speak slowly' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-260,Useful Phrases,Where is this place,ይህ ቦታ የት ነው,yih bota yet new,iddoon kun eessa,iddoon kun eessa,real-life communication and tourist survival phrases,Use 'Where is this place' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-261,Useful Phrases,I want this,ይህን እፈልጋለሁ,yihin efelegalhu,kana nan barbaada,kana nan barbaada,real-life communication and tourist survival phrases,Use 'I want this' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-262,Useful Phrases,I don't want this,ይህን አልፈልግም,yihin alfeligim,kana hin barbaadu,kana hin barbaadu,real-life communication and tourist survival phrases,Use 'I don't want this' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-263,Useful Phrases,Can you help me,ሊረዱኝ ይችላሉ,liredun yichilalu,na gargaaruu dandeessu,na gargaaruu dandeessu,real-life communication and tourist survival phrases,Use 'Can you help me' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-264,Useful Phrases,I am lost,ጠፍቻለሁ,tefchalehu,badeera,badeera,real-life communication and tourist survival phrases,Use 'I am lost' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-265,Useful Phrases,Call the police,ፖሊስ ይጥሩ,polis yitiru,poolisii waamaa,poolisii waamaa,real-life communication and tourist survival phrases,Use 'Call the police' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-266,Useful Phrases,I am learning,እየተማርኩ ነው,eyetemareku new,barachaan jira,barachaan jira,real-life communication and tourist survival phrases,Use 'I am learning' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-267,Useful Phrases,What does this mean,ይህ ምን ማለት ነው,yih min malet new,kun maal jechuudha,kun maal jechuudha,real-life communication and tourist survival phrases,Use 'What does this mean' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-268,Useful Phrases,Can I take a photo,ፎቶ ማንሳት እችላለሁ,foto mansat echilalehu,suuraa kaasuu nan danda'aa,suuraa kaasuu nan danda'aa,real-life communication and tourist survival phrases,Use 'Can I take a photo' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-269,Useful Phrases,I am vegetarian,ስጋ አልበላም,siga albelam,foon hin nyaadhu,foon hin nyaadhu,real-life communication and tourist survival phrases,Use 'I am vegetarian' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-270,Useful Phrases,Thank you very much,በጣም አመሰግናለሁ,betam ameseginalehu,baay'ee galatoomi,baay'ee galatoomi,real-life communication and tourist survival phrases,Use 'Thank you very much' in useful phrases situations.,beginner,useful-phrases;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-271,App UI Labels,translate,ተርጉም,tergum,hiiki,hiiki,labels and actions for the app interface,Use 'translate' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-272,App UI Labels,scan image,ምስል ቃኝ,misil kagn,suuraa sakaani,suuraa sakaani,labels and actions for the app interface,Use 'scan image' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-273,App UI Labels,dictionary,መዝገበ ቃላት,mezgebe kalat,galmee jechootaa,galmee jechootaa,labels and actions for the app interface,Use 'dictionary' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-274,App UI Labels,my words,የእኔ ቃላት,ye'ene kalat,jechoota koo,jechoota koo,labels and actions for the app interface,Use 'my words' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-275,App UI Labels,learn,ተማር,temar,baradhu,baradhu,labels and actions for the app interface,Use 'learn' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-276,App UI Labels,practice,ተለማመድ,telemamed,shaakali,shaakali,labels and actions for the app interface,Use 'practice' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-277,App UI Labels,save word,ቃል አስቀምጥ,kal askemet,jecha olkaa'i,jecha olkaa'i,labels and actions for the app interface,Use 'save word' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-278,App UI Labels,remove,አስወግድ,aswegid,haqi,haqi,labels and actions for the app interface,Use 'remove' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-279,App UI Labels,search,ፈልግ,felig,barbaadi,barbaadi,labels and actions for the app interface,Use 'search' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-280,App UI Labels,upload,ጫን,chan,olkaa'i,olkaa'i,labels and actions for the app interface,Use 'upload' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-281,App UI Labels,camera,ካሜራ,kamera,kaameraa,kaameraa,labels and actions for the app interface,Use 'camera' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-282,App UI Labels,continue,ቀጥል,ketil,itti fufi,itti fufi,labels and actions for the app interface,Use 'continue' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-283,App UI Labels,settings,ቅንብሮች,kinibiroch,sirreeffamoota,sirreeffamoota,labels and actions for the app interface,Use 'settings' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-284,App UI Labels,language,ቋንቋ,kwankwa,afaan,afaan,labels and actions for the app interface,Use 'language' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-285,App UI Labels,offline,ከመስመር ውጭ,kemesmer wuch,intarneetii malee,intarneetii malee,labels and actions for the app interface,Use 'offline' in app ui labels situations.,beginner,app-ui-labels;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-286,Tourism & Ethiopia,Ethiopia,ኢትዮጵያ,ityopiya,Itoophiyaa,Itoophiyaa,tourism cards and Ethiopia-specific learning content,Use 'Ethiopia' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-287,Tourism & Ethiopia,Addis Ababa,አዲስ አበባ,adis abeba,Finfinnee,Finfinnee,tourism cards and Ethiopia-specific learning content,Use 'Addis Ababa' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-288,Tourism & Ethiopia,Lalibela,ላሊበላ,lalibela,Laalibela,Laalibela,tourism cards and Ethiopia-specific learning content,Use 'Lalibela' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-289,Tourism & Ethiopia,Axum,አክሱም,aksum,Aksum,Aksum,tourism cards and Ethiopia-specific learning content,Use 'Axum' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-290,Tourism & Ethiopia,Gondar,ጎንደር,gonder,Gondar,Gondar,tourism cards and Ethiopia-specific learning content,Use 'Gondar' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-291,Tourism & Ethiopia,Harar,ሐረር,harer,Harar,Harar,tourism cards and Ethiopia-specific learning content,Use 'Harar' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-292,Tourism & Ethiopia,Simien Mountains,ሰሜን ተራሮች,semen teraroch,Gaara Simien,Gaara Simien,tourism cards and Ethiopia-specific learning content,Use 'Simien Mountains' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-293,Tourism & Ethiopia,Blue Nile,ዓባይ,abay,Abbayyaa,Abbayyaa,tourism cards and Ethiopia-specific learning content,Use 'Blue Nile' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-294,Tourism & Ethiopia,museum,ሙዚየም,muziyam,muziyeemii,muziyeemii,tourism cards and Ethiopia-specific learning content,Use 'museum' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-295,Tourism & Ethiopia,guide,አስጎብኚ,asgobign,qajeelchaa,qajeelchaa,tourism cards and Ethiopia-specific learning content,Use 'guide' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-296,Tourism & Ethiopia,ticket office,የትኬት ቢሮ,yetiket biro,waajjira tikkeettii,waajjira tikkeettii,tourism cards and Ethiopia-specific learning content,Use 'ticket office' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-297,Tourism & Ethiopia,entrance fee,የመግቢያ ክፍያ,yemegbiya kifiya,kaffaltii seensaa,kaffaltii seensaa,tourism cards and Ethiopia-specific learning content,Use 'entrance fee' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-298,Tourism & Ethiopia,local food,የአካባቢ ምግብ,ye'akababi migib,nyaata naannoo,nyaata naannoo,tourism cards and Ethiopia-specific learning content,Use 'local food' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-299,Tourism & Ethiopia,souvenir,ስጦታ,sitota,yaadannoo,yaadannoo,tourism cards and Ethiopia-specific learning content,Use 'souvenir' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
ethio-300,Tourism & Ethiopia,photo,ፎቶ,foto,suuraa,suuraa,tourism cards and Ethiopia-specific learning content,Use 'photo' in tourism and ethiopia situations.,beginner,tourism-ethiopia;beginner;ethio-lang-mvp,starter_ai_generated_review_with_native_speaker
